N_id,crime_a,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30,mvar_31,mvar_32,mvar_33,mvar_34,mvar_35,mvar_36,mvar_37,mvar_38,mvar_39,mvar_40
SID_3198,Crime 2,,0,,3,0,0,1,110.3593351,2,,1,152.7446301,6,0,,0,,0.054347826,0,48.9600049,0,1,3,,0,,,0,,,0,16.50820169,0,0,1,,0,50.02503756,,7
SID_3200,Crime 2,14.21413596,,,3,0,2,1,72.44954641,2,0,3,145.1073986,3,0,0,0,0,0.032608696,,19.44000194,0,0,2,,0,0,,0,0,,,68.67411902,1,,1,0,,,0,16
SID_3201,Crime 2,,,,5,,1,13,77.02115232,3,,2,,2,0,,,,,,48.0000048,,1,11,,,,,,,,,,0,,2,,,,,13
SID_3202,Crime 2,,,,3,1,0,1,77.87344299,4,,1,107.875895,1,0,0,0,0,0.108695652,,108.0000108,0,2,11,,0,0,,,,,,0,1,,2,,,,0,1
SID_3203,Crime 2,47.38045319,0,,2,0,4,2,4.559557997,3,0,2,35.3221957,4,0,,5.555555556,,0.043478261,42.50334672,10.000001,0,1,3,317.1453742,0,,0,0,0,28.83203429,0.608189002,0,0,,1,0,21.20229831,56.38457687,,17
SID_3204,Crime 2,,,,3,1,1,1,82.19578572,0,,6,,6,0,,0,,,,88.0000088,,4,7,,0,,,,,,,0,0,,2,,,,,13
SID_3205,Crime 2,1508.59363,0,2506.86201,3,0,2,0,63.34972958,1,0,1,189.0214797,3,0,0,5.555555556,1333.333333,0.010869565,3.302097278,320.000032,0,0,10,,0,28.49797962,,4,4,2.096052785,0.03835546,1716.588844,0,1.326390397,2,0,35.55976015,51.34350462,0,15
SID_3206,Crime 2,426.4240788,0,,3,0,10,1,60.3515182,1,0,1,203.3412888,4,0,0,22.22222222,133.3333333,0.009661836,,192.0000192,0,2,5,317.1453742,1,61.64945855,0,1,1,15.00199443,8.386749637,261.1267343,1,5.493086396,2,1,1356.613197,56.41111668,226.6245865,1
SID_3207,Crime 2,4314.795731,0,2985.416161,2,0,7,5,34.00382985,1,0,3,248.2100239,1,0,1,33.33333333,0,0.003623188,,600.00006,0,2,7,317.1453742,0,256.3312991,0,2,5,18.92849356,7.034305411,4787.081342,0,,1,1,3138.886184,55.09063595,1738.469143,
SID_3208,Crime 2,67.18548263,0,,1,0,6,2,5.019171709,1,0,0,135.5608592,7,0,0,11.11111111,0,0.008695652,,340.000034,0,4,10,317.1453742,0,30.24147397,0,1,0,22.0575751,0.224531718,1.617803765,1,,2,0,59.48886323,55.1613134,177.9535344,6
SID_3209,Crime 2,,,,6,,6,2,54.90070646,2,,0,,1,0,,,,,,4.392000439,,2,3,,,,,,,,,,1,,1,,,,,
SID_3210,Crime 2,360.0914443,,,1,3,6,5,58.4676514,2,0,2,143.1980907,2,0,0,0,0,0.010869565,,260.000026,0,2,1,,0,0,,0,3,,,180.9298905,1,,3,0,,,0,1
SID_3211,Crime 2,4244.67266,0,,9,0,1,3,117.325825,0,0,1,188.0668258,6,0,0,0,80,0.017902813,20.73293173,200.00002,0,2,12,412.3842253,0,91.67769939,0,6,1,16.80902153,0.853353553,1251.84995,0,6.376612297,2,2,142.7955314,53.7346019,76.04851896,19
SID_3212,Crime 2,,,,4,0,6,5,131.5111394,2,,2,153.699284,4,0,0,0,0,0.032608696,,34000.0034,0,1,5,,0,0,,,,,,140.2536815,0,,0,,,,0,23
SID_3213,Crime 2,535.2569797,0,,5,1,5,3,99.85394239,1,0,0,90.69212411,1,0,0,16.66666667,80,0.108695652,,56.0000056,0,1,11,317.1453742,0,28.54815212,0,1,1,22.72240543,0.256903983,12.08400364,0,,0,0,51.53104523,55.18277416,220.540705,0
SID_3215,Crime 2,,,,7,0,4,12,24.62435443,3,,2,153.699284,0,0,0,0,0,0.005434783,,72.0000072,0,1,2,,0,0,,,,,,0,1,,0,,,,0,7
SID_3216,Crime 2,123.1891783,0,,4,0,6,4,195.953141,0,0,2,223.3890215,5,0,0,5.555555556,0,0.02173913,25.71825765,100.00001,0,1,1,347.3043437,30,26.2653034,0,0,0,17.43747019,0.869411537,45.39755464,1,15.7390784,1,0,84.8648423,54.55683525,118.6356896,5
SID_3220,Crime 2,,,,2,0,3,2,9.53736791,1,,6,54.41527446,4,0,,0,,0.152173913,,64.0000064,0,2,4,,0,,,,,,,0,1,,1,,,,,48
SID_3221,Crime 2,,,,1,2,2,7,112.236509,3,0,2,101.1933174,1,0,0,0,0,0.01552795,,398.0000398,0,2,0,,0,0,,0,1,,,181.788317,1,,2,0,,,0,10
SID_3222,Crime 2,,,,2,0,4,1,83.34667993,3,,0,,2,0,,0,,,,88.0000088,,1,7,,0,,,,,,,0,0,,1,,,,,4
SID_3224,Crime 2,592.2556649,0,,2,0,5,7,142.4153913,1,0,6,268.2577566,1,0,0,5.555555556,0,0,,336.0000336,0,0,5,645.7194105,30,208.7426834,,0,2,18.77877816,1.053937843,133.2211876,0,,0,0,276.2976669,54.16875313,1879.919389,3
SID_3225,Crime 2,,,,3,0,2,5,26.16207187,1,0,2,45.82338902,9,0,,0,,,,48.0000048,,3,11,,0,,,0,1,,,0,0,,3,0,,,,0
SID_3226,Crime 2,32.07656681,,,0,0,1,3,76.21036629,2,,1,,10,0,,0,,,,65.28000653,,2,6,,0,,,0,,,,0,0,,1,,,,,0
SID_3227,Crime 2,,,,3,2,2,12,40.415016,1,0,5,27.6849642,1,0,0,0,0,0.027173913,,80.000008,2,3,5,,0,0,,,0,,,53.05736022,1,,3,,,,0,38
SID_3228,Crime 2,66.33263447,0,,3,0,1,1,64.75003712,2,0,1,302.6252983,5,0,0,0,0,0,,208.0000208,0,2,7,4175.271232,30,0,,0,2,1.294222723,0.240409991,0,0,,1,0,41.56986046,50.3150074,0,4
SID_3229,Crime 2,175.63934,0,,2,2,2,5,40.40436121,1,0,1,155.6085919,1,0,0,16.66666667,80,0.018115942,0.882317147,120.000012,0,1,14,317.1453742,0,110.1035498,0,2,1,15.94956008,0.919865911,148.0455527,0,2.173296797,0,1,102.6168978,55.6209314,319.4037796,12
SID_3230,Crime 2,430.6883195,0,,0,0,2,1,9.844722812,3,0,1,166.1097852,1,0,0,0,0,0.010869565,,112.0000112,0,4,10,1380.328415,0,0,,0,7,6.509189324,0.709406808,0,0,,0,0,75.18190292,51.46443069,0,1
SID_3231,Crime 2,156.3554955,,,4,1,7,2,150.3828499,0,0,6,61.09785203,8,0,0,0,0,0.048913044,,16.0000016,0,2,17,,0,0,,1,1,,,578.9426332,0,,0,0,,,0,0
SID_3232,Crime 2,395.6267842,0,,4,0,6,5,7.492535226,1,0,6,191.8854415,1,0,0,0,0,0.027173913,,200.00002,0,2,7,793.3396297,0,0,0,1,1,,0,147.4182411,0,0,3,0,0,50.02503756,0,2
SID_3233,Crime 2,15.91983227,0,,6,0,4,1,14.48837728,0,0,3,,0,0,,11.11111111,,0.02173913,37.4832664,105.2920105,0,3,0,317.1453742,30,,0,0,0,25.42415085,0.184578523,0.033016403,0,,0,0,18.69808985,55.63345018,,24
SID_3234,Crime 2,2369.07004,0,2431.809061,8,0,6,7,5.980737026,0,0,1,199.522673,2,0,2,22.22222222,0,0.010869565,19.93562722,350.000035,0,1,11,352.0662862,0,133.0700113,0,3,4,11.48078465,3.124648252,1329.537548,0,5.937554524,4,1,963.3968197,54.71570993,0,1
SID_3236,Crime 2,262.4877107,0,2332.189592,0,0,7,0,52.12743666,2,0,1,229.1169451,7,0,0,0,266.6666667,0.016304348,,372.0000372,0,2,3,397.1460091,0,35.77299202,0,0,3,9.168546872,0.15672378,156.6958504,0,,1,0,45.02010323,52.50876315,0,4
SID_3237,Crime 2,14.21413596,,,4,0,5,2,86.20947816,2,0,4,9.54653938,3,0,0,0,0,0.173913044,,175.0000175,0,2,0,,0,0,0,0,0,,,0,0,,4,0,,,0,7
SID_3239,Crime 2,,,,1,1,2,4,122.2505317,3,,1,,3,0,,0,,0.152173913,,240.000024,0,3,11,,0,,,,,,,0,0,,1,,,,,0
SID_3242,Crime 2,47.38045319,0,,6,0,2,3,139.6054408,1,0,5,186.1575179,4,1,0,5.555555556,0,0.016304348,,200.00002,0,1,24,337.1455329,0,17.58546101,0,0,1,16.58637315,0.243102669,25.3896142,1,,1,0,40.67947523,54.4016024,0,0
SID_3243,Crime 2,42.64240788,0,2393.347186,1,0,1,1,20.78788261,3,0,0,204.2959427,3,0,0,5.555555556,0,0.018115942,20.08032129,228.0000228,0,3,5,327.9391106,0,0,0,0,3,13.61015495,0.10721395,879.6230187,0,,1,0,20.03366769,54.46503088,0,8
SID_3246,Crime 2,617.0830224,0,,1,0,7,0,73.87321699,3,0,3,133.6515513,2,0,0,11.11111111,80,0.016304348,,200.00002,0,0,17,319.367614,0,21.71214908,0,1,1,20.63246021,0.33256179,118.8590522,0,,3,1,55.64907692,54.91570689,33.46134834,16
SID_3247,Crime 2,87.4643166,0,,4,0,7,9,153.0753168,1,0,3,223.3890215,1,0,0,0,320,0.010869565,6.676706827,204.8880205,0,1,2,424.7652759,0,25.82629403,,1,1,16.27966364,0.613388607,111.0011482,0,9.551166966,1,0,106.6792805,53.61792689,0,1
SID_3249,Crime 2,458.1216019,0,,3,0,4,4,3.67692482,0,0,3,143.1980907,1,0,0,5.555555556,0,0.028985507,,60.22400602,0,1,13,404.7651172,0,65.48765474,,1,2,14.33717008,2.010023846,11.39065916,1,46.31657549,2,0,140.4582702,54.86949159,63.88075592,0
SID_3250,Crime 2,23.6902266,0,,1,0,9,1,33.19631688,0,0,0,190.9307876,3,0,0,5.555555556,133.3333333,0.02173913,16.09243994,120.000012,0,2,8,319.0501512,30,22.03827033,0,0,0,13.81614257,1.139356693,97.92665241,0,23.02056758,2,0,127.1024917,55.00851277,0,57
SID_3251,Crime 2,,,,2,0,2,7,39.85310441,4,,4,126.9689738,4,0,,0,,0.065217391,,5.20000052,0,0,13,,0,,,,,,,29.87984505,0,,1,,,,,5
SID_3252,Crime 2,1772.02895,0,,1,2,2,4,56.56123982,2,0,3,178.5202864,4,0,0,0,0,0.036231884,,140.000014,0,1,7,952.388511,0,104.2082811,,1,4,12.17388224,2.070751412,528.262454,0,,0,0,259.8811892,52.71297751,506.4831362,23
SID_3253,Crime 2,388.5197162,0,,2,0,1,1,11.29563756,2,0,6,293.078759,3,0,0,0,0,0.02173913,3.561866514,240.000024,0,1,3,698.1007786,30,4.540611189,0,0,0,2.396595648,0.212364457,246.1372872,0,,1,0,41.45856231,50.55797983,0,1
SID_3254,Crime 2,7494.592706,0,2494.44917,2,0,3,1,36.85893691,1,0,2,312.1718377,1,0,1,5.555555556,373.3333333,0.006393862,0.669344043,368.0000368,0,0,10,983.8173319,30,491.6904934,0,3,5,8.761609978,9.053310046,4821.187286,0,1.787786285,1,3,2575.383631,53.15331869,477.584699,1
SID_3255,Crime 2,0,,,3,0,1,3,177.6986556,3,0,2,,6,0,0,0,0,,,200.00002,,2,5,,0,0,,0,0,,,0,0,,1,0,,,0,1
SID_3257,Crime 2,,,,1,10,4,5,14.74175546,1,,0,120.2863962,2,0,,0,,,,35.0000035,,0,9,,0,,,,,,,0,0,,1,,,,,10
SID_3258,Crime 2,436.1370717,0,,3,0,1,2,38.40526487,1,0,3,180.4295943,4,0,1,27.77777778,80,0.016304348,20.65921343,260.000026,0,0,6,317.1453742,0,61.23553543,0,3,1,20.81263199,1.459547184,102.3508505,0,6.984437864,2,1,305.290836,55.13937573,82.13240047,7
SID_3259,Crime 2,64.15313363,1,,5,2,3,7,94.90710197,5,0,1,150.8353222,4,0,1,22.22222222,0,0.01863354,30.56671129,10000.001,0,0,8,317.1453742,0,37.478857,0,0,1,22.57004848,0.012647948,1374.010643,0,,1,0,88.53768138,55.43314973,54.75493365,9
SID_3260,Crime 2,0,,,0,0,3,5,53.64972624,2,,3,,3,0,0,0,0,,,36.0000036,,1,6,,1,0,,0,,,,0,0,,1,,,,0,6
SID_3261,Crime 2,1011.572676,0,,1,0,3,2,33.51278686,5,0,1,291.1694511,6,0,0,0,1680,0.008695652,,460.000046,0,1,0,1145.405916,30,167.801924,,0,4,15.3385735,3.452310639,556.9867249,0,9.491322561,1,0,1203.522587,53.52657801,0,0
SID_3262,Crime 2,,,,5,,8,5,177.0000455,0,,0,,3,0,,,,,,72.0000072,,2,5,,,,,,,,,,1,,0,,,,,
SID_3263,Crime 2,,,,2,,4,6,55.7424964,1,,0,,3,0,,,,,,100.00001,,2,16,,,,,,,,,,0,,1,,,,,7
SID_3264,Crime 2,572.9718205,0,2650.448908,4,0,6,3,102.3930284,3,0,2,241.5274463,6,0,0,5.555555556,160,0.02173913,,560.000056,0,2,13,463.1782792,1,95.71658559,0,2,2,15.14329387,0.618431905,462.4607621,0,,1,1,258.7125586,53.91787682,112.5518081,6
SID_3267,Crime 2,,,,3,0,2,3,27.90967369,0,,1,,4,0,,0,,,,76.0000076,,3,8,,0,,,,,,,0,0,,3,,,,,23
SID_3268,Crime 2,,,,0,2,5,6,100.7504691,0,0,2,6.682577566,9,0,0,0,0,0.217391304,,14.24000142,0,1,12,,0,1.781123726,0,0,0,,,172.1145108,0,,1,0,,,0,0
SID_3270,Crime 2,11.8451133,0,,2,2,6,8,167.2372987,1,0,1,56.32458234,6,0,0,0,0,0.065217391,,120.000012,0,2,4,317.1453742,0,0,,0,4,,0,0,0,,3,0,0,50.02503756,0,15
SID_3271,Crime 2,,,,1,0,0,2,100.4948508,2,0,3,138.424821,7,0,0,0,0,0.027950311,,100.00001,0,3,3,,0,0,,0,2,,,154.8799482,1,,0,0,,,0,4
SID_3273,Crime 2,475.8892719,0,,1,0,1,6,64.43629742,0,0,1,221.4797136,5,0,1,5.555555556,264,0.004347826,,130.000013,0,3,17,318.4152255,0,90.95019815,,1,4,15.70032345,2.063448095,131.9665643,1,,1,0,319.5926488,55.02682595,389.3684171,
SID_3274,Crime 2,3984.885635,0,,11,0,4,5,96.14618685,3,0,4,347.4940334,3,0,1,0,0,0.005016722,,200.00002,0,0,2,1580.964928,30,366.0460119,0,3,3,6.471315259,2.281041318,2783.018673,0,,0,2,381.6970186,52.54832248,0,0
SID_3275,Crime 2,313.1374152,0,,5,0,5,2,81.71886436,1,0,8,189.0214797,6,0,0,5.555555556,346.6666667,0.010869565,,152.0000152,0,0,6,481.5911237,0,90.37321441,0,1,1,8.72577779,0.739118578,134.7399422,0,10.98305269,0,0,98.94405877,53.90418962,0,1
SID_3277,Crime 2,230.5532852,1,,2,2,8,2,30.20711411,2,0,5,143.1980907,3,0,0,11.11111111,0,0.028985507,19.8572066,408.0000408,0,1,1,317.1453742,0,9.169024252,0,3,1,25.04151131,0.218421833,74.28690759,1,28.40614403,3,0,68.22576831,56.00066767,76.04851896,18
SID_3278,Crime 2,14.73532094,0,,4,0,2,4,16.49073382,2,0,7,147.0167064,0,0,0,5.555555556,82.93333333,0.02173913,18.7416332,260.000026,0,1,0,334.6058302,1,8.140488015,0,0,0,15.31649321,0.127703727,7.62678918,0,,2,0,26.71155692,54.14697609,0,7
SID_3279,Crime 2,127.9272236,0,,2,0,5,5,204.0397943,3,0,4,273.0310263,7,1,0,0,320,0.025362319,10.27443106,108.0000108,0,1,5,410.1619854,30,27.48198651,0,0,0,11.26250192,0.482124714,98.88412811,0,17.56433274,0,0,49.75027477,52.58721416,147.5341268,7
SID_3280,Crime 2,,,,5,0,4,5,105.801021,1,0,3,104.0572792,6,0,0,0,0,0.086956522,,62.40000624,0,1,7,,0,0.464095619,0,0,0,,,0,1,,2,0,,,0,1
SID_3281,Crime 2,106.6060197,0,,0,0,0,2,27.45297055,2,0,8,275.8949881,0,0,0,5.555555556,0,0.007905138,,240.000024,0,1,7,346.0344923,30,13.77235107,,0,1,18.56294554,0.116586662,26.77630314,1,0,0,0,22.76047246,54.12118177,238.7923495,7
SID_3284,Crime 2,61.21554553,,,4,0,4,1,88.91148232,3,0,4,,7,0,0,0,0,,,240.000024,,1,3,,0,0,,1,2,,,0,0,,1,0,,,0,10
SID_3286,Crime 2,,,,0,1,5,0,48.64286491,5,,2,76.37231504,1,0,0,0,0,0.086956522,,60.000006,0,3,3,,0,0,,,,,,139.4612879,0,,1,,,,0,8
SID_3287,Crime 2,49.27567132,0,,0,0,4,2,155.9334553,2,0,1,117.4224344,5,0,0,5.555555556,133.3333333,0.02173913,,208.0000208,0,2,0,328.5740363,0,18.91503225,,0,3,21.06206006,0.214019604,6.735346288,0,,1,0,46.52262831,54.67200801,69.96463744,12
SID_3289,Crime 2,1861.672767,0,,7,0,4,4,142.5609876,2,0,1,195.7040573,0,0,1,27.77777778,0,0.015050167,6.372630562,260.000026,0,3,1,317.1453742,0,14.12355856,0,8,1,9.605827806,1.420970016,901.3808285,0,28.20303574,4,1,297.2217198,55.65348022,91.25822275,51
SID_3290,Crime 2,,,,1,0,7,3,11.25565796,2,,2,173.7470167,5,0,0,0,0,0.065217391,,56.56000566,0,2,8,,30,0,,,,,,0,1,,2,,,,0,25
SID_3291,Crime 2,175.3076768,0,,4,0,0,11,21.66236834,3,,0,245.3460621,9,0,0,0,0,0.00931677,9.903812782,60.000006,0,3,2,,30,0,,0,,,0.825285338,100.9311451,1,13.37926796,1,,57.54114554,52.24781617,0,1
SID_3292,Crime 2,113.7130877,0,,7,0,1,4,1.11067714,1,0,3,192.8400955,6,1,0,5.555555556,240,0.028985507,13.96326045,108.0000108,0,1,7,329.208962,0,27.46944338,0,0,0,21.73858803,0.869873785,125.8585297,0,19.97473236,1,0,99.27795323,54.82112057,0,3
SID_3293,Crime 2,251.1164019,0,2885.512906,3,0,7,0,130.2799369,0,0,1,216.7064439,7,0,0,0,533.3333333,0.003623188,,44.0000044,0,2,9,944.1344773,0,283.5122506,,0,3,,0.031355826,664.8182984,1,,2,0,1.836419538,50.08763145,0,1
SID_3294,Crime 2,118.451133,0,,5,0,5,5,37.52780558,1,0,1,161.3365155,7,0,0,5.555555556,0,0,,311.9400312,0,1,9,354.6059889,0,44.61589502,,0,3,15.81391957,0.158069376,10.00397022,0,,0,0,38.78740661,53.85077616,91.25822275,
SID_3295,Crime 2,,,,4,1,3,2,62.58588753,2,0,1,57.27923628,3,0,0,0,0,0.065217391,,160.000016,0,0,3,,0,2.96017746,1,0,0,,,41.50161904,1,,2,0,,,0,18
SID_3296,Crime 2,1721.85305,0,,8,0,3,2,72.32847775,1,0,2,267.3031026,4,0,0,0,0,0.043478261,11.31191432,160.000016,0,1,23,1302.232557,30,0,,2,1,14.68673631,2.408412483,428.4208502,0,16.18192699,1,0,335.8421792,53.26683207,0,3
SID_3298,Crime 2,,,,1,0,7,2,59.42089615,0,,5,,7,0,,0,,,,44.0000044,,0,10,,0,,,,,,,0,0,,1,,,,,10
SID_3300,Crime 2,,,,6,,1,6,4.503279089,3,,4,,3,1,,,,,,9.60000096,,2,10,,,,,,,,,,1,,1,,,,,
SID_3301,Crime 2,61.68935006,1,2471.649374,1,0,2,6,74.90506194,1,0,0,133.6515513,1,0,1,16.66666667,0,0.00310559,,300.00003,0,1,5,317.1453742,0,14.6503698,,0,5,20.85666161,0.929138516,2147.518941,0,,3,0,239.7918725,55.72449584,4.562911137,0
SID_3302,Crime 2,,,,2,,3,6,45.10710008,4,,2,,2,0,,,,,,156.0000156,,1,7,,,,,,,,,,1,,2,,,,,
SID_3303,Crime 2,,,,1,0,4,6,56.04338881,1,,2,,3,1,,0,,,,116.0000116,,2,2,,0,,,,,,,0,0,,4,,,,,2
SID_3304,Crime 2,194.2598581,0,2386.652798,1,0,4,6,148.1071743,0,0,1,304.5346062,3,0,0,0,0,0.005016722,,200.00002,0,3,22,,30,0,,0,2,,,498.0194285,1,0,0,0,0,,0,0
SID_3305,Crime 2,,,,5,0,0,4,44.60196787,3,,1,210.9785203,5,0,0,0,0,0.02173913,,220.000022,0,1,9,,30,0,,,,,,124.5378735,0,,2,,,,0,21
SID_3311,Crime 2,,,,4,0,1,5,69.20577683,2,,1,,3,0,,0,,,,80.000008,,2,4,,0,,,,,,,0,0,,0,,,,,0
SID_3312,Crime 2,1260.320055,0,,10,0,1,8,2.98855438,2,0,1,292.124105,3,0,0,0,0,0.005434783,,220.000022,0,2,10,1165.406075,30,73.954264,0,0,2,10.05022748,1.769126396,507.1649722,0,,3,0,320.7056303,53.36004006,2474.618807,
SID_3315,Crime 2,106.6060197,0,2960.849426,0,0,10,5,128.9431397,1,0,5,305.4892601,0,0,0,0,0,0.017391304,0.022311468,300.00003,0,1,13,1268.89896,29,7.601133648,0,1,2,,0.000469499,2628.997152,1,0,3,0,0.111298154,50.0283759,0,2
SID_3316,Crime 2,,,,2,0,3,4,90.35873331,6,,7,95.4653938,4,0,0,0,0,,,232.0000232,,5,8,,0,0,,,,,,0,0,,2,,,,0,8
SID_3318,Crime 2,14.21413596,0,,2,0,6,5,73.50715919,4,0,5,303.5799523,8,0,0,0,0,0.02173913,,160.000016,0,1,6,412.3842253,30,0,0,0,0,,0,9.904921012,0,,3,0,0,50.02503756,0,
SID_3319,Crime 2,,,,7,0,1,13,88.42484669,4,,3,210.0238664,5,0,0,0,0,0.02173913,,200.00002,0,2,8,,30,0,,,,,,0,1,,3,,,,0,19
SID_3320,Crime 2,,0,,1,0,3,1,72.50496136,0,0,5,170.8830549,1,0,0,0,0,0.010869565,,112.0000112,0,1,10,1275.248216,0,0,,,17,15.92449483,3.730818186,0,1,,3,,395.3866915,53.53964464,0,2
SID_3321,Crime 2,1644.101726,0,2790.62168,3,0,3,3,84.28759219,0,0,2,231.9809069,6,0,0,0,0,0,,260.000026,0,0,11,421.9081104,0,58.33807359,,2,3,,0.048953096,2625.662495,0,,0,0,10.23943015,50.17860124,0,
SID_3322,Crime 2,,,,4,,3,2,77.51683947,2,,1,,4,0,,,,,,120.000012,,6,1,,,,,,,,,,1,,2,,,,,
SID_3323,Crime 2,,,,1,,2,9,43.62891408,0,,3,,1,0,,,,,,148.0000148,,1,5,,,,,,,,,,1,,2,,,,,
SID_3325,Crime 2,526.3494545,0,2799.756298,2,0,2,8,119.006834,3,0,3,309.3078759,1,0,0,0,5466.666667,0.013043478,0,777.2800777,0,2,2,4285.430837,30,520.1508436,0,0,2,3.119331661,0.483314888,873.019738,0,,1,0,275.4072817,51.0289825,0,57
SID_3326,Crime 2,118.451133,0,,3,0,6,1,32.95287122,1,0,3,211.9331742,3,0,0,0,0,0.02173913,21.47255689,48.0000048,0,0,6,601.5920761,30,0,0,0,0,14.55527462,1.454806667,30.37509111,1,,2,0,89.26111938,53.23785679,0,18
SID_3327,Crime 2,2456.676498,0,,3,0,1,5,111.2009771,1,0,4,296.8973747,5,0,0,5.555555556,0,0.005434783,26.09326194,440.000044,0,3,15,526.9883094,30,0,0,1,4,17.69204199,0.388931013,946.2831371,0,,2,0,130.1631909,53.92922717,0,9
SID_3329,Crime 2,,0,,2,1,6,7,180.7651181,1,0,2,65.87112172,6,0,,5.555555556,,0.043478261,36.14457831,4.792000479,0,2,3,317.1453742,0,,0,,0,24.51538194,0.962225576,0,0,,0,,30.05050154,55.43314973,,18
SID_3330,Crime 2,75.80872511,0,,1,0,6,8,2.576922647,1,0,0,272.0763723,0,0,0,0,0,0.010869565,,228.0000228,0,0,8,1251.121041,30,0,,0,2,9.257274277,0.604865369,274.8945745,0,,3,0,113.0232752,52.07013214,0,0
SID_3331,Crime 2,137.4033143,,,6,0,2,9,10.36014158,1,0,2,161.3365155,4,0,0,0,0,0.043478261,,12000.0012,0,3,8,,0,0,,1,2,,,0,1,,0,0,0,,0,2
SID_3332,Crime 2,,,,2,1,2,0,132.1063318,1,,1,54.41527446,1,0,0,0,0,,,45.0000045,,1,2,,0,0,,,,,,0,0,,1,,,,0,0
SID_3333,Crime 2,,,,3,0,6,3,44.59392603,1,,2,81.14558473,1,0,,0,,,,96.0000096,,4,8,,0,,,,,,,0,0,,3,,,,,1
SID_3334,Crime 2,,,,3,0,0,10,106.4336587,4,,5,76.37231504,0,0,0,0,0,0.108695652,,10.40000104,0,5,9,,0,0,,0,,,,0,0,,1,,,,0,3
SID_3335,Crime 2,99.49895171,0,,1,0,4,3,114.5763456,2,0,2,182.3389022,4,0,0,16.66666667,80,0.02173913,19.45281125,180.000018,0,2,0,319.0501512,30,38.39450511,0,0,0,21.91140947,0.62400685,12.54623328,0,27.82764812,2,0,95.7164123,54.95385936,190.1212974,3
SID_3336,Crime 2,5865.415823,0,2589.290118,0,0,5,6,63.7038462,3,0,0,315.9904535,10,0,0,5.555555556,3466.666667,0.00621118,,400.00004,0,2,1,894.2928119,29,477.4791329,0,4,2,2.757595248,0.697835567,4619.126898,0,7.987233194,0,2,214.0819989,50.96567929,0,0
SID_3337,Crime 2,,,,2,0,0,8,38.1725592,0,,1,254.8926014,2,0,0,0,0,0.043478261,,20.000002,0,0,5,,30,0,,,,,,144.4467648,0,,0,,,,0,10
SID_3338,Crime 2,1613.304431,0,2799.568809,9,0,3,6,149.5879261,3,0,1,316.9451074,6,0,0,11.11111111,0,0.005434783,,300.00003,0,1,4,475.8767927,30,202.4585779,0,1,5,20.59557835,3.280624246,1127.708274,0,,1,0,777.69585,54.56919145,831.9707974,
SID_3340,Crime 2,338.5333381,0,,4,0,0,1,39.02712844,1,1,3,213.8424821,5,0,1,16.66666667,200,0.008893281,29.4680121,260.000026,0,2,5,321.5898539,30,190.7934718,0,2,1,17.69302979,3.428845079,311.5097658,1,43.49056091,1,1,717.2053034,55.01752629,374.1587133,2
SID_3341,Crime 2,35.5353399,,,4,0,2,11,121.2951598,3,0,1,39.14081146,5,0,0,0,0,,,8.0000008,,3,12,,0,2.220133095,0,0,1,,,24.76230253,0,,2,0,0,,0,11
SID_3344,Crime 2,,,,4,0,8,5,131.5081402,3,,3,,3,0,,0,,,,140.000014,,2,3,,0,,,,,,,0,0,,3,,,,,0
SID_3346,Crime 2,35.5353399,,2445.347943,1,6,2,2,126.5873428,1,,5,139.3794749,2,0,0,0,0,0.869565217,,226.0000226,0,2,12,,0,0,,0,,,,904.0221408,0,,0,,,,0,8
SID_3347,Crime 2,498.3476067,,,0,0,2,8,147.8455491,3,0,0,154.653938,4,0,0,0,0,0,,215.3440215,0,2,3,,0,110.8686804,,1,2,,,485.70431,0,,1,0,,,0,
SID_3349,Crime 2,813.5223813,0,2458.239116,2,0,1,5,8.902910371,1,0,1,220.5250597,3,0,1,5.555555556,106.6666667,0.005434783,,344.0000344,0,3,0,350.7964349,0,216.2183858,0,1,3,19.35842003,4.808843483,1058.34081,0,0,5,0,2394.301535,54.97082834,450.2072322,0
SID_3350,Crime 2,1819.12512,0,,3,0,1,2,135.0576428,2,0,3,200.477327,1,0,0,0,933.3333333,0.02173913,0,320.000032,0,2,1,1092.707085,0,52.2797443,0,7,3,6.839826525,0.234345208,245.7410903,0,0,2,0,58.82107431,51.53730596,0,8
SID_3352,Crime 2,23.6902266,0,2403.220895,2,0,5,5,6.695641335,0,0,7,168.0190931,7,0,0,0,0,0.036231884,14.40851124,76.0000076,0,3,6,,0,0,,0,1,,0.28141608,293.350744,0,20.61167281,0,,22.76047246,52.95443165,0,25
SID_3353,Crime 2,652.1919382,0,,3,0,1,4,117.5081492,2,0,2,212.8878282,6,0,0,33.33333333,157.0666667,0.016908213,26.00029749,368.0000368,0,2,1,324.4470194,1,93.68459936,0,1,2,20.67571432,2.872160118,334.357117,0,,1,1,817.0397474,54.98948423,25.85649645,8
