N_id,crime_a,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30,mvar_31,mvar_32,mvar_33,mvar_34,mvar_35,mvar_36,mvar_37,mvar_38,mvar_39,mvar_40
SID_1162,Crime 1,16.58315862,0,,4,0,4,10,41.14084776,4,,1,144.1527446,2,0,0,0,0,0.02173913,,44.0000044,0,1,4,,0,0,,0,,,,54.54309838,0,,1,,0,,0,2
SID_1165,Crime 1,10.23417789,0,,3,0,0,4,3.847831445,3,0,3,77.32696897,5,0,0,5.555555556,0,0.086956522,,192.0000192,0,1,5,317.1453742,0,9.194110501,0,0,1,24.51538194,0.074310359,443.3442645,0,,2,0,12.02020062,55.43314973,73.0065782,3
SID_1169,Crime 1,732.7860891,0,,2,0,3,8,23.09444932,1,0,6,230.0715991,2,0,0,0,266.6666667,0.02173913,7.513926674,140.000014,0,3,8,360.6377828,0,134.6002726,0,3,0,7.674097524,1.423364461,510.2354978,0,5.174859971,3,3,178.6335369,53.50803984,127.7615118,2
SID_1174,Crime 1,210.8430167,0,,2,0,0,3,14.48250836,1,0,3,277.8042959,1,0,0,0,160,0.014492754,16.33199465,252.0000252,0,4,8,856.8321971,30,46.79839875,,0,1,,0.258851519,123.679447,1,19.01660334,2,0,52.69967584,52.46870306,97.34210426,3
SID_1175,Crime 1,90.02286107,0,,0,0,3,0,160.3240113,2,0,1,202.3866348,3,0,0,0,133.3333333,0.02173913,,120.000012,0,0,15,353.6536004,0,36.977132,0,0,0,14.21600089,0.281347274,62.92926483,0,,2,0,31.38607938,53.59288933,60.83881516,1
SID_1176,Crime 1,160.7618777,0,,5,0,4,4,107.0366168,2,0,2,,1,0,,0,,0.02173913,,300.00003,0,3,17,,0,,,1,0,,,0,0,,4,0,0,,,5
SID_1177,Crime 1,,,,2,0,5,0,58.38727074,1,,1,152.7446301,5,0,0,0,0,0.02173913,,40.000004,0,3,1,,0,0,,,,,,0,1,,0,,,,0,9
SID_1178,Crime 1,640.8206295,0,,4,0,3,1,44.14689875,4,0,1,187.1121718,2,0,1,22.22222222,0,0.014492754,29.60652132,312.0000312,0,1,3,371.7489821,0,88.79278068,0,3,1,20.86894666,2.172459893,258.7825697,0,0,2,1,533.173806,54.72637528,460.8540249,23
SID_1187,Crime 1,472.0040747,1,,6,0,2,6,77.20320068,0,0,6,183.2935561,6,0,1,38.88888889,85.33333333,0.01552795,28.78179384,100.00001,0,3,6,317.1453742,0,45.78240563,0,3,1,21.41371412,2.289545398,11.09351153,0,,3,1,223.4866929,55.36638291,229.6665272,16
SID_1190,Crime 1,,,,1,0,5,8,47.36901905,2,0,6,58.23389022,1,0,0,0,0,0.065217391,,140.000014,0,2,5,,0,0,,0,3,,,0,1,,3,0,,,0,13
SID_1193,Crime 1,,,,0,0,1,1,62.92034197,3,0,4,51.55131265,1,0,,0,,,,600.00006,,2,2,,0,,,0,1,,,0,0,,3,0,,,,8
SID_1203,Crime 1,,,,4,0,1,4,34.45630848,1,,4,,5,0,,0,,,,158.0000158,,0,2,,30,,,,,,,0,0,,4,,,,,
SID_1210,Crime 1,47.38045319,,,1,0,5,4,92.59190134,0,0,1,168.973747,3,0,0,0,0,0.02173913,,308.0000308,0,1,0,,0,0,,0,1,,,282.4883473,0,,6,0,,,0,1
SID_1215,Crime 1,123.1891783,0,,2,0,0,1,181.1193524,2,0,3,186.1575179,0,0,0,11.11111111,0,0.02173913,,165.1200165,0,3,7,334.923293,0,49.33210996,0,0,2,20.26863489,0.813634988,298.2041553,0,27.82764812,1,0,116.3622198,54.68202304,231.1874976,6
SID_1216,Crime 1,,,,2,0,1,3,79.64936684,2,,5,,3,0,,0,,,,76.80000768,,2,7,,0,,,,,,,0,0,,2,,,,,10
SID_1217,Crime 1,142.1413596,0,,5,0,3,3,231.002836,2,0,3,273.0310263,8,1,0,0,0,0.02173913,0,97.20000972,0,3,3,555.2425019,30,7.563504273,0,0,0,1.462943774,0.114021185,117.3402976,0,,2,0,10.90721908,50.59589384,0,2
SID_1219,Crime 1,18.95218128,0,,8,0,5,3,132.6691126,2,,1,131.7422434,1,0,0,5.555555556,40,0.036231884,24.34738956,24.0000024,0,1,10,,0,4.515524939,,0,,,0.362908053,3.598787968,1,34.82944345,0,,16.19388138,54.03104657,0,19
SID_1222,Crime 1,,,,1,0,5,9,76.99469336,4,0,2,83.0548926,0,0,0,0,0,0.130434783,,160.000016,0,4,16,,0,0,,0,3,,,5.018493313,0,,6,0,,,0,14
SID_1228,Crime 1,,,,8,,3,3,58.14283067,1,,1,,4,1,,,,,,4.0000004,,2,15,,,,,,,,,,0,,0,,,,,2
SID_1231,Crime 1,,,,1,,2,1,29.84985794,1,,2,,2,0,0,,5333.333333,,,0,,2,16,,,1138.489268,,,,,,,1,,2,,,,0,
SID_1233,Crime 1,59.22556649,0,,1,0,3,2,18.99609167,4,0,4,,0,1,0,0,0,0.02173913,16.35876841,260.000026,0,0,3,402.2254145,30,0,0,0,0,11.08377736,0.162556203,21.09748176,0,,0,0,34.001586,52.55549992,0,9
SID_1236,Crime 1,9.476090639,0,,3,1,4,0,8.772224141,1,0,3,193.7947494,6,0,0,0,0,0.005434783,,360.000036,0,2,3,380.6379416,0,11.42678672,0,0,0,6.794388079,0.017958337,353.671713,1,,1,0,5.008416923,51.52729094,0,6
SID_1243,Crime 1,,,,0,0,0,6,122.9094702,1,,1,75.4176611,3,0,,0,,,,56.0000056,,1,1,,0,,,,,,,0,0,,2,,,,,1
SID_1249,Crime 1,,,,3,0,6,11,143.136685,4,,2,205.2505967,1,0,0,0,0,0.02173913,,80.000008,0,2,9,,30,0,,,,,,0,1,,5,,,,0,10
SID_1255,Crime 1,173.4124587,0,,4,0,5,4,35.69001803,0,,3,245.3460621,7,0,0,0,0,0.018115942,,168.0000168,0,0,2,,0,0,,0,,,0,158.5777854,1,0,2,,0,50.02503756,0,
SID_1260,Crime 1,144.5103822,0,,2,0,6,2,137.3413718,0,0,3,209.0692124,3,0,0,0,80,0.02173913,19.07630522,148.0000148,0,3,4,352.3837491,2,65.08627475,0,0,0,10.9373052,0.635546808,54.51008197,0,25.56552962,0,1,83.30666815,53.45017526,41.06620024,0
SID_1267,Crime 1,,,,6,,0,7,9.392540717,3,,0,,13,0,,,,,,30.000003,,0,0,,,,,,,,,,0,,0,,,,,6
SID_1278,Crime 1,,,,3,,5,3,44.86030873,0,,1,,7,0,,,,,,428.0000428,,3,3,,,,,,,,,,1,,4,,,,,
SID_1286,Crime 1,61.5472087,0,,7,0,4,8,131.5610761,4,0,0,85.91885442,5,0,0,5.555555556,85.33333333,0.013043478,23.20392682,440.000044,0,1,9,317.1453742,0,104.2709967,,1,2,16.86833808,0.194049805,14.26308626,0,,3,0,64.94247277,55.21281923,51.71299289,10
SID_1287,Crime 1,,,,3,,0,1,270.1985194,1,,3,,10,0,,,,,,180.000018,,0,3,,,,,,,,,,1,,3,,,,,
SID_1288,Crime 1,,,,4,0,2,4,42.6897868,3,0,5,122.1957041,6,0,0,0,0,0.00621118,,70.72000707,0,4,2,,0,0,,0,2,,,0,1,,0,0,,,0,33
SID_1292,Crime 1,47.38045319,0,,4,0,4,0,61.30997555,2,0,2,188.0668258,5,0,0,11.11111111,80,0.02173913,18.45844918,340.000034,0,5,4,322.2247796,0,2.684228714,0,1,2,19.88634027,0.150597981,69.36746349,0,,0,0,39.90038815,54.76548156,0,33
SID_1295,Crime 1,137.4033143,0,,2,0,6,0,130.3481009,2,0,1,168.0190931,2,0,0,0,0,0.013043478,,96.0000096,0,0,16,,0,46.28413063,0,0,0,,0.530533867,108.1947539,1,18.6308538,1,0,50.30676554,52.28843265,45.62911137,18
SID_1299,Crime 1,,,,1,0,0,4,16.94516581,1,0,2,98.32935561,6,0,,0,,0,,152.0000152,0,1,5,,0,,,0,0,,,0,1,,3,0,,,,5
SID_1300,Crime 1,174.0284046,0,,2,0,1,6,56.72757017,3,0,3,156.5632458,6,0,0,5.555555556,0,0.02173913,14.60744941,260.000026,0,2,1,353.3361376,0,10.52368173,0,0,0,19.19849367,0.866523,22.81433473,1,,1,0,181.2490435,54.8422634,238.7923495,13
SID_1306,Crime 1,263.6248416,0,,5,0,1,4,36.29605933,1,0,0,252.9832936,8,1,0,11.11111111,133.3333333,0.01863354,,180.000018,0,2,3,359.3679315,30,35.27126703,0,1,0,14.06453941,1.20157598,74.3529404,0,32.22391014,0,0,184.3097428,55.08262394,190.1212974,0
SID_1311,Crime 1,142.1413596,0,,2,0,3,6,53.62884041,1,0,1,239.6181384,2,0,0,5.555555556,0,0.007246377,,225.0000225,0,2,13,372.3839078,29,314.004587,,0,5,21.38012918,0.85115739,1344.890175,0,,0,0,157.2642914,54.74211317,85.17434123,
SID_1313,Crime 1,,,,4,0,1,3,129.1954477,3,,1,,6,0,,0,,,,200.00002,,5,21,,0,,,,,,,0,0,,0,,,,,1
SID_1317,Crime 1,312.6162302,0,,5,0,5,2,67.91969747,1,0,3,134.6062053,4,0,0,5.555555556,0,0.028985507,8.366800536,112.0000112,0,1,7,317.1453742,0,8.604583634,0,1,1,28.95160914,1.272311396,66.62710201,0,,2,0,134.8377134,57.37356034,209.8939123,3
SID_1324,Crime 1,131.2438554,0,1762.246222,3,0,7,10,47.22087805,3,0,1,152.7446301,0,0,0,27.77777778,133.3333333,0.031055901,30.45515395,328.0000328,0,1,7,328.2565735,0,67.1809766,0,1,1,19.48270498,0.515759959,68.24490578,0,,0,1,132.3335049,54.70706059,278.3375794,4
SID_1327,Crime 1,,,,5,0,5,1,86.71972109,1,0,1,46.77804296,0,0,,0,,,,288.0000288,,0,13,,0,,,0,2,,,0,0,,1,0,,,,23
SID_1328,Crime 1,1748.00706,0,2511.086003,1,0,10,1,19.85570735,0,0,5,231.026253,7,0,1,16.66666667,0,0.023291926,0.881884568,480.000048,0,0,18,326.9867221,0,147.3942599,0,5,1,21.9935482,0.345199138,1745.412164,0,16.57539138,2,1,125.154774,54.87731597,80.61143009,39
SID_1330,Crime 1,,,,5,,1,13,103.9420593,0,,4,,4,1,,,,,,4.176000418,,1,4,,,,,,,,,,0,,2,,,,,
SID_1333,Crime 1,12.27153738,0,,4,0,2,1,7.48810609,3,,2,,4,0,,11.11111111,,0.02173913,31.00075014,100.8000101,0,0,17,,30,,,0,,,0.413245815,1.914951396,0,44.34721313,1,,40.56817708,54.85235429,,43
SID_1336,Crime 1,142.1413596,0,,1,0,2,5,41.70520805,4,0,8,143.1980907,3,0,0,5.555555556,0,0.013043478,,188.0000188,0,1,7,345.7170295,0,43.12326317,,0,2,16.91035588,2.989905524,15.91390643,0,,2,0,475.298766,55.12554546,95.82113388,1
SID_1337,Crime 1,492.7567132,0,,3,0,2,1,199.9493662,1,0,2,212.8878282,1,0,1,16.66666667,0,0.017210145,,100.00001,0,1,17,399.0507861,0,33.35216893,0,0,2,19.03436941,3.237061446,155.9034567,1,17.4266906,5,0,315.9754588,54.98247371,174.9115936,0
SID_1339,Crime 1,14.21413596,,,0,0,8,1,40.22204157,0,0,3,106.9212411,1,0,0,0,0,,,145.6960146,,1,1,,0,0,,0,0,,,0,0,,3,0,,,0,16
SID_1343,Crime 1,68.84379849,2,,8,3,0,1,81.36944713,4,0,2,83.0548926,6,0,0,16.66666667,0,0.02173913,36.54618474,272.0000272,1,0,3,317.1453742,0,12.54312483,0,1,1,25.9637324,0.320538402,166.6337878,1,,2,0,69.72829338,56.18427642,0,16
SID_1345,Crime 1,183.3623539,0,,0,0,6,7,151.1548856,1,0,2,220.5250597,1,0,1,16.66666667,0,0.019323672,,540.000054,0,2,2,333.018516,0,34.39324829,0,0,1,19.9445326,0.468017647,144.9750272,0,41.71223784,0,1,189.2625106,54.78217326,91.25822275,9
SID_1351,Crime 1,,,,0,0,2,1,127.7533769,0,0,3,79.23627685,7,0,0,0,0,,,244.0000244,,1,12,,0,0,,0,3,,,0,0,,3,0,,,0,11
SID_1355,Crime 1,75.05063786,0,,1,0,6,2,11.73939337,1,,2,19.09307876,6,0,0,11.11111111,0,0.108695652,,80.000008,0,0,10,,0,14.42459356,,0,,,0,6.273116641,0,0,0,,77.57481323,50.02503756,0,1
SID_1357,Crime 1,,,,4,0,4,1,143.4021751,4,,0,275.8949881,1,0,0,0,0,0.02173913,,220.000022,0,1,6,,30,0,,,,,,145.7674209,0,,1,,,,0,1
SID_1366,Crime 1,244.0567144,0,,7,3,1,0,9.706332849,2,0,1,127.9236277,3,0,0,5.555555556,0,0.050724638,,235.0000235,0,0,2,,0,0,,0,0,,1.422445381,13.27259416,1,55.86617651,0,0,272.736126,55.8683263,0,22
SID_1374,Crime 1,,,,8,4,4,7,35.49586316,2,,1,146.0620525,2,0,0,0,0,0.015345269,,140.000014,0,2,8,,0,0,,,,,,0,1,,3,,,,0,0
SID_1376,Crime 1,2952.228658,0,2438.841601,2,0,2,3,132.5240868,0,0,2,224.3436754,2,0,0,11.11111111,160,0.00805153,3.277108434,440.000044,0,1,0,379.6855531,0,134.1236338,0,7,2,16.49114577,3.314975923,1399.862487,1,8.899214982,2,3,1109.419998,54.41161743,161.2228602,13
SID_1384,Crime 1,2916.977601,3,,7,0,3,1,198.9063268,1,0,3,209.0692124,2,0,5,105.5555556,0,0.001449275,6.198125837,516.0000516,0,3,5,317.1453742,0,185.3246694,,7,4,20.25059002,4.592367291,1123.680273,0,12.83400002,1,4,1802.807496,56.12585545,275.2956386,5
SID_1386,Crime 1,,,,1,0,2,12,59.20472381,1,0,0,148.9260143,4,0,0,0,0,0,,288.0000288,0,3,8,,0,0,,0,4,,,296.5203187,0,,1,0,,,0,0
SID_1390,Crime 1,155.0288429,0,,2,0,5,4,74.32034768,2,0,4,200.477327,7,0,0,5.555555556,0,0.016722408,5.196223491,180.000018,0,0,4,449.5273772,0,3.762937449,0,0,2,3.750012212,0.321073292,437.0051151,1,9.720549357,2,0,154.8713811,52.52879319,0,26
SID_1400,Crime 1,,,,4,,10,1,37.17456868,4,,2,,4,0,,,,,,316.0000316,,0,4,,,,,,,,,,0,,1,,,,,6
SID_1407,Crime 1,16.58315862,0,,2,0,0,12,101.4674083,1,0,3,289.2601432,2,1,0,0,0,0.02173913,,200.00002,0,3,5,407.9397456,30,0,0,0,0,4.132993398,0.021283955,9.442691365,0,,2,0,3.561540923,50.94069676,0,1
SID_1423,Crime 1,139.7723369,0,,6,0,1,1,13.46288486,0,0,0,280.6682578,3,0,0,0,253.3333333,0.013043478,,192.0000192,0,1,10,374.2886848,1,13.93541169,0,0,0,14.51892386,0.11008942,93.50245436,1,0,2,0,17.80770462,53.22984477,88.21628199,2
SID_1424,Crime 1,931.4049489,0,2489.487242,4,0,5,6,9.363423215,1,0,0,217.6610979,4,0,1,22.22222222,0,0.00310559,0,416.0000416,0,0,0,317.1453742,0,72.09788153,0,1,4,17.32621002,1.349850802,440.603903,0,,3,1,429.1656812,55.26456351,147.5341268,15
SID_1425,Crime 1,304.8458359,0,,2,0,3,2,30.07028985,2,0,1,48.68735084,7,0,0,22.22222222,45.33333333,0.050724638,38.9794472,76.80000768,0,0,0,,0,9.093765503,0,0,0,25.9997045,0.658062337,125.9245625,0,47.53003017,1,0,338.6246331,55.85731539,118.6356896,0
SID_1426,Crime 1,1376.023122,0,,1,0,9,2,205.8012798,1,0,5,252.0286396,1,0,0,0,0,0.005434783,0,600.00006,0,0,11,649.8464274,1,225.1365476,,1,7,5.427739441,0.388847873,628.3021562,0,0,3,0,173.5138218,51.22606987,1546.826876,6
SID_1429,Crime 1,0,,,3,0,4,5,56.25173821,3,0,6,202.3866348,10,0,0,0,0,0,,184.0000184,0,0,17,,0,0,,0,6,,,52.8592618,1,,1,0,,,0,
SID_1431,Crime 1,,,,9,,0,4,87.56456549,5,,1,,2,0,,0,,,,280.000028,,3,11,,30,,,,,,,0,0,,2,,,,,4
SID_1435,Crime 1,38.14126482,0,2379.153162,2,1,6,9,0.149432322,2,0,1,121.2410501,0,0,0,16.66666667,0,0.02173913,,320.000032,0,2,5,317.1453742,0,10.49859548,0,0,1,21.64708005,0.169163097,357.7327306,0,,0,0,42.46024569,55.11600734,100.384045,6
SID_1439,Crime 1,23.6902266,0,,5,0,1,2,52.54170536,3,0,4,268.2577566,9,0,0,0,0,0.02173913,,280.000028,0,0,2,1826.681164,30,175.5661183,,0,5,13.69535203,1.815537952,2.9384599,1,,2,0,405.0696309,53.04832248,649.4543519,
SID_1447,Crime 1,262.9615152,0,,5,0,8,11,164.0429487,6,0,0,199.522673,11,0,1,11.11111111,0,0.014945652,11.64133659,180.000018,0,2,1,342.2249383,0,62.67799478,0,1,1,12.20401926,1.062262823,144.1496171,0,23.0048029,2,1,162.9404972,54.38157236,515.6089585,15
SID_1449,Crime 1,,,,3,0,3,3,57.42082227,3,,4,,3,0,,0,,,,160.000016,,3,4,,1,,,,,,,0,0,,1,,,,,
SID_1451,Crime 1,596.9937102,0,,1,0,3,4,1.286466745,1,0,0,205.2505967,10,0,0,0,0,0.014492754,0.282379518,800.00008,0,1,4,461.9084278,0,288.378983,0,2,2,2.535107505,0.052924833,1509.840126,1,0,1,2,30.99653585,52.49540978,0,1
SID_1452,Crime 1,,,,8,0,7,6,109.3775322,1,,3,65.87112172,9,0,0,0,0,,,68.0000068,,2,5,,0,2.634056215,,0,,,,0,0,,2,,,,0,10
SID_1453,Crime 1,,,,4,1,5,1,192.1045109,2,,3,124.1050119,2,0,0,0,0,0.013043478,,97.58400976,0,4,6,,0,0,,,,,,57.38250907,1,,2,,,,0,7
SID_1454,Crime 1,,0,,7,0,4,1,19.91103745,0,0,3,192.8400955,1,1,0,0,266.6666667,0.02173913,,100.00001,0,1,3,506.0357622,0,23.68141968,0,,0,9.179906483,0.2308929,0,0,,4,,22.53787615,52.05307962,0,9
SID_1458,Crime 1,,,,3,,0,11,148.2828391,3,,6,,0,1,,,,,,180.000018,,2,1,,,,,,,,,,0,,2,,,,,
SID_1461,Crime 1,26.76995606,0,,2,2,1,2,72.20619466,2,0,1,135.5608592,3,0,0,5.555555556,0,0.038043478,23.20392682,168.0000168,0,2,4,346.3519552,0,0,0,0,0,15.73061575,0.07981483,3.037509111,1,,2,0,11.575008,53.49691204,0,16
SID_1462,Crime 1,,,,5,,0,4,293.1668868,2,,2,,7,0,,,,,,60.000006,,1,3,,,,,,,,,,0,,2,,,,,7
SID_1463,Crime 1,867.8677612,0,,3,0,2,0,152.2196936,2,0,4,141.2887828,1,0,0,0,0,0.02173913,,240.000024,0,0,6,,0,0,,2,2,,0,33.01640338,0,,0,0,0,50.02503756,0,0
SID_1464,Crime 1,,,,0,0,10,3,3.798197048,1,,1,39.14081146,2,0,0,0,0,,,152.0000152,,2,1,,0,0,,0,,,,0,0,,1,,,,0,9
SID_1474,Crime 1,,,,7,0,0,1,63.20124065,1,,5,,4,0,,0,,,,68.27200683,,2,4,,0,,,,,,,0,0,,1,,,,,19
SID_1477,Crime 1,,,2504.216982,0,0,4,12,22.01982082,1,0,3,158.4725537,3,0,0,0,0,0.01863354,,132.0000132,0,2,7,,0,0,,0,2,,,46.09089911,1,,0,0,,,0,8
SID_1479,Crime 1,25.82234699,0,,1,0,2,7,220.4421305,0,0,4,168.973747,4,0,0,11.11111111,0,0.039130435,,100.00001,0,1,1,317.1453742,0,3.336471205,,0,1,24.74257417,0.31070773,69.92874235,0,,1,0,30.32874692,55.48322484,3.041940758,10
SID_1480,Crime 1,2141.501724,0,2744.162448,1,0,8,2,64.12350752,3,0,2,324.5823389,2,0,0,5.555555556,0,0.002717391,,360.000036,0,2,0,317.1453742,30,331.7531087,,2,3,8.776277736,2.171162902,1204.372362,1,16.25852783,2,0,605.517606,55.16703627,197.7261493,1
SID_1481,Crime 1,806.1784111,,,5,0,8,1,117.7120037,1,0,6,176.6109785,0,0,0,0,0,0.019021739,,372.0000372,0,1,7,,0,0,,1,2,,,0,1,,2,0,,,0,1
SID_1482,Crime 1,0,0,,2,0,2,7,51.48089302,1,0,0,271.1217184,0,0,0,0,0,0.02173913,0,9.0000009,0,1,4,475.8767927,30,0,0,0,0,,0,16.50820169,0,,4,,0,50.02503756,0,18
SID_1490,Crime 1,265.5674402,,,1,0,4,10,100.5592658,1,0,0,105.9665871,4,0,0,0,0,0.02173913,,137.7600138,0,1,10,,0,0,,1,4,,,177.2980861,0,,2,0,0,,0,10
SID_1492,Crime 1,,0,,6,,1,7,27.75590962,3,0,2,284.4868735,1,0,,0,,0.02173913,,52.0000052,0,2,11,4528.924833,30,,0,,1,4.315461344,2.715439311,0,0,,2,,174.1816108,50.98091426,,
SID_1498,Crime 1,16.77268043,0,,2,0,3,6,76.10785037,3,0,0,285.4415275,4,0,0,0,0,0.010869565,0,200.00002,0,2,4,412.3842253,30,25.18659466,0,0,1,,0,9.904921012,0,,0,0,0,50.02503756,0,13
SID_1500,Crime 1,2188.882177,0,,2,0,4,5,287.6670013,3,0,1,203.3412888,2,0,0,0,480,0.00931677,0,110.000011,0,2,5,382.5427186,0,58.41333234,0,5,3,7.097311051,0.156437066,695.9857831,0,0,0,1,16.36082862,51.59405775,0,3
SID_1506,Crime 1,108.9750424,0,,2,0,3,2,103.1848233,2,0,3,213.8424821,2,0,0,0,0,0.027173913,0.819946453,180.000018,0,1,8,380.6379416,0,0,0,1,1,,0.017776939,72.99926786,0,,2,0,2.726804769,50.18861626,0,8
SID_1508,Crime 1,35.5353399,,,3,0,4,10,15.87362176,1,0,6,,3,0,,0,,,,361.7750362,,2,14,,0,,,0,1,,,0,0,,2,0,,,,10
SID_1510,Crime 1,,0,,3,0,2,10,100.1093132,0,0,0,145.1073986,4,0,0,0,0,0.036231884,,200.00002,0,1,7,466.0354447,0,13.34588482,0,0,1,9.378699684,0.110077953,86.70107526,0,,4,0,18.41984446,52.09689534,65.4017263,14
SID_1512,Crime 1,11.8451133,0,,1,0,2,8,112.0456838,4,,3,146.0620525,1,0,0,5.555555556,0,0.032608696,32.57474342,92.0000092,0,2,3,,0,0,,0,,,0.088280039,0.132065614,1,46.59884301,2,,8.124765231,54.89901519,0,7
SID_1522,Crime 1,10.61322152,0,,0,0,1,3,70.64956247,2,0,1,123.150358,4,0,0,5.555555556,53.33333333,0.043478261,,192.0000192,0,4,1,317.1453742,0,4.992163683,0,0,0,25.42415085,0.077062594,88.0877642,0,,3,0,12.46539323,55.63345018,0,10
SID_1523,Crime 1,,,,1,0,4,4,149.6622766,0,0,3,81.14558473,3,0,0,0,133.3333333,,,6.0000006,,2,6,,0,0,,0,1,,,0,0,,1,0,,,0,
SID_1534,Crime 1,173.4598391,0,,1,0,5,7,85.90302796,3,0,1,147.9713604,0,0,0,5.555555556,80,0.005434783,31.23605533,160.000016,0,1,5,323.4946309,0,5.054879307,0,1,2,21.18322925,0.111740761,0.660328068,1,,0,0,15.58174154,54.69871474,0,3
SID_1536,Crime 1,237.1391682,,,4,0,5,1,82.5726548,1,0,3,147.9713604,1,0,0,0,0,0.02173913,,368.0000368,0,0,8,,0,0,,1,2,,,58.10886994,0,,3,0,,,0,1
SID_1540,Crime 1,,,,1,5,1,0,91.7961471,4,0,7,58.23389022,7,0,0,0,0,0.260869565,,120.000012,0,3,15,,0,0,,0,3,,,13.23957775,0,,2,0,,,0,4
SID_1544,Crime 1,,0,,2,,3,10,21.04856332,2,0,1,,0,0,,5.555555556,,0.02173913,30.90138331,72.0000072,0,0,5,324.4470194,30,,0,,0,20.95603702,0.197399177,0.759377278,0,,0,,15.41479431,54.64863963,,29
SID_1555,Crime 1,9.476090639,0,,4,1,4,3,31.18498218,2,0,1,155.6085919,6,0,0,5.555555556,0,0.028985507,12.71753681,128.0000128,0,3,8,331.113739,0,1.254312483,0,0,0,11.64115563,0.146327188,55.17041004,0,,0,0,17.13991569,53.93089635,0,8
SID_1560,Crime 1,,0,,9,0,2,7,77.27411426,3,0,2,129.8329356,12,0,0,0,0,0.050724638,25.43507363,224.0000224,0,2,10,,0,0,,0,1,,0.068930989,0,1,36.38539797,2,0,12.68798954,53.83074612,0,15
SID_1565,Crime 1,,,,5,,8,6,133.4378149,4,,4,,2,0,,,,,,292.0000292,,0,7,,,,,,,,,,1,,3,,,,,
SID_1573,Crime 1,193.833434,0,2456.723184,0,0,0,7,65.04726333,4,0,1,276.849642,2,0,0,0,200,0.011857708,,480.000048,0,1,6,475.8767927,29,53.52151365,0,1,1,5.010929082,0.067996095,564.7455797,1,,1,1,24.65254108,51.41044901,0,0
SID_1574,Crime 1,598.7941675,0,,3,0,2,9,124.8642551,0,0,4,135.5608592,0,0,0,0,0,0.02173913,,520.000052,0,3,1,889.8483321,0,9.946697991,,1,2,4.175788831,0.173739781,115.4253462,1,9.996409336,3,0,95.88335954,51.42057348,22.81455569,40
SID_1579,Crime 1,64.95860133,,,1,0,1,7,68.87463901,0,0,1,140.3341289,7,0,0,0,0,0.052173913,,121.0800121,0,1,4,,0,0,,1,1,,,395.7346109,0,,1,0,0,,0,0
SID_1590,Crime 1,,,,0,0,1,3,23.91575177,1,0,2,115.5131265,7,1,0,0,0,0.008695652,,104.0000104,0,4,4,,0,1.781123726,,0,2,,,109.6144592,1,,4,0,,,0,5
SID_1591,Crime 1,71.07067979,,,2,1,1,1,246.9327009,2,0,1,47.7326969,1,0,0,0,0,,,140.000014,,2,12,,0,0,,0,2,,,0,0,,0,0,,,0,13
SID_1592,Crime 1,31.83966455,0,,9,0,4,3,108.1076504,2,0,1,147.9713604,3,1,0,11.11111111,0,0.02173913,7.772613165,120.000012,0,1,16,317.1453742,30,1.555347479,0,0,0,23.46680242,0.395582249,13.20656135,0,11.11888361,3,0,44.129718,55.20203382,9.125822275,26
SID_1596,Crime 1,7727.751916,0,,9,0,0,6,50.81974171,1,0,7,244.3914081,11,0,0,5.555555556,0,0,,464.0000464,0,2,7,,29,412.7942382,,3,4,,,137.9755497,0,,1,0,0,,0,
SID_1597,Crime 1,279.8289566,1,,2,0,4,0,66.45020161,0,0,9,176.6109785,5,0,1,27.77777778,0,0.02173913,33.28699413,108.0000108,0,3,6,317.1453742,0,57.08376111,0,3,2,22.43055913,2.366941129,17.53171019,0,32.36385398,2,0,244.2437986,55.54999165,158.1809194,13
SID_1599,Crime 1,222.68813,0,,0,0,3,0,70.29142467,1,1,3,181.3842482,4,0,0,0,80,0.031055901,0.060849458,292.0000292,0,1,9,347.3043437,0,23.48072968,0,0,2,15.50342352,0.050244878,127.278235,0,0,1,0,11.63065708,53.44683692,0,6
SID_1605,Crime 1,47.38045319,0,,1,0,2,3,12.32407033,3,0,2,233.8902148,7,0,0,5.555555556,0,0.010869565,,36.0000036,0,1,1,346.669418,30,34.70682641,0,0,0,20.58495638,0.95252698,3.070525514,1,,2,0,50.47371277,54.56685028,576.4477737,
SID_1606,Crime 1,2753.988842,0,2628.499461,6,0,1,2,168.6589815,1,0,0,381.8615752,7,0,0,0,693.3333333,0.002415459,,560.000056,0,2,6,445.4003603,30,799.724553,,1,7,9.099968477,0.127038604,8403.599118,0,,2,0,53.14486846,52.0354606,0,0
SID_1609,Crime 1,,,,4,0,3,4,38.10903647,0,,3,34.36754177,1,0,0,0,0,0.086956522,,100.00001,0,1,2,,0,0,,0,,,,0,0,,2,,,,0,0
SID_1611,Crime 1,11.8451133,0,,7,0,1,3,78.93747648,1,0,2,168.973747,10,0,0,0,0,0.014492754,,660.000066,0,5,6,396.5110834,0,1.09125186,0,0,1,13.06076283,0.361105093,21.95590824,0,,1,0,176.2406266,52.90845359,53.23396327,2
